MT-TF	ENSG00000210049
TYSND1	ENSG00000156521
TRHR	ENSG00000174417
SHBG	ENSG00000129214
SMG9	ENSG00000105771
FGF14-AS1	ENSG00000234445
CNOT7	ENSG00000198791
RPL23P2	ENSG00000176054
FGF14-IT1	ENSG00000243319
CCNH	ENSG00000134480
FGF14-AS2	ENSG00000272143
MIGA2	ENSG00000148343
PPIAP39	ENSG00000230018
OTUD6B	ENSG00000155100
PMEL	ENSG00000185664
PIGHP1	ENSG00000259657
UQCRHP2	ENSG00000237629
GTF2A2	ENSG00000140307
TRMT112P6	ENSG00000268412
HDC	ENSG00000140287
RAB10	ENSG00000084733
PKM	ENSG00000067225
HEBP2	ENSG00000051620
KRT8P11	ENSG00000255815
LRRTM4	ENSG00000176204
LINC00317	ENSG00000238265
USP27X-AS1	ENSG00000234390
IPO9-AS1	ENSG00000231871
CTXND1	ENSG00000259417
NAMA	ENSG00000271086
TCERG1L	ENSG00000176769
PIH1D1	ENSG00000104872
ZNF317P1	ENSG00000253781
LINC01425	ENSG00000233997
RBM12B-AS1	ENSG00000279331
FAM133DP	ENSG00000230562
LINC00535	ENSG00000246662
ZNF423	ENSG00000102935
C1QTNF1-AS1	ENSG00000265096
HABP2	ENSG00000148702
MARCKSL1P2	ENSG00000215878
DLX6-AS1	ENSG00000231764
DDX11L9	ENSG00000248472
RBM12B	ENSG00000183808
FAM131B	ENSG00000159784
LINC02119	ENSG00000248461
GRXCR1	ENSG00000215203
C1QTNF1	ENSG00000173918
RPH3A	ENSG00000089169
TCERG1L-AS1	ENSG00000230098
GCNT3	ENSG00000140297
TMEM65	ENSG00000164983
DLX6	ENSG00000006377
USP27X	ENSG00000273820
RNF130	ENSG00000113269
PABPC1P13	ENSG00000260307
PROK2	ENSG00000163421
TRMT12	ENSG00000183665
SEMA3A	ENSG00000075213
NRAP	ENSG00000197893
AHI1	ENSG00000135541
NUDCD1	ENSG00000120526
LINC01687	ENSG00000233215
KRT17	ENSG00000128422
STRCP1	ENSG00000166763
CCK	ENSG00000187094
LINC00308	ENSG00000184856
RPP25L	ENSG00000164967
CCDC151	ENSG00000198003
ADAD2	ENSG00000140955
CDO1	ENSG00000129596
KCNK6	ENSG00000099337
CCDC96	ENSG00000173013
ATL2	ENSG00000119787
TADA2B	ENSG00000173011
FAM95B1	ENSG00000223839
TBC1D14	ENSG00000132405
DRAP1	ENSG00000175550
MRPS21P8	ENSG00000259978
MRPS21P7	ENSG00000260024
ADAM3B	ENSG00000260089
SNX18P8	ENSG00000231390
UBE2Q2P9	ENSG00000244130
LINC02017	ENSG00000243572
ROPN1	ENSG00000065371
ANKRD20A2	ENSG00000183148
LINC02030	ENSG00000240708
LINC01583	ENSG00000259518
NR4A3	ENSG00000119508
LIN28B	ENSG00000187772
GNL3L	ENSG00000130119
LCA5	ENSG00000135338
COQ10A	ENSG00000135469
LINC01164	ENSG00000189275
ABCD1P3	ENSG00000261233
LIN28B-AS1	ENSG00000203809
CEND1	ENSG00000184524
SERINC4	ENSG00000184716
VBP1	ENSG00000155959
CLCN5	ENSG00000171365
LINC02090	ENSG00000230969
LINC01906	ENSG00000265786
PIK3C3	ENSG00000078142
WDR19	ENSG00000157796
FGF7P1	ENSG00000264061
MAPK6P2	ENSG00000223488
RPS15AP18	ENSG00000242979
LINC01443	ENSG00000266554
LINC01444	ENSG00000264301
TMEM80	ENSG00000177042
ANKRD40CL	ENSG00000167117
ATP6V1H	ENSG00000047249
ZNF14	ENSG00000105708
API5	ENSG00000166181
CICP9	ENSG00000228882
ABCD1P2	ENSG00000215151
LINC00927	ENSG00000259361
CC2D2A	ENSG00000048342
APOC1P1	ENSG00000214855
C2orf42	ENSG00000115998
KRT24	ENSG00000167916
PDIA3	ENSG00000167004
PSAT1P3	ENSG00000230787
DIPK2A	ENSG00000181744
PABPC1P12	ENSG00000225638
LINC01851	ENSG00000233605
NMI	ENSG00000123609
ADH5P2	ENSG00000232676
EEF1A1P16	ENSG00000213235
APOC4-APOC2	ENSG00000224916
CYCSP6	ENSG00000214429
LINC00304	ENSG00000180422
RPL7P40	ENSG00000242991
ACSF3	ENSG00000176715
APOC4	ENSG00000267467
PSMC1P8	ENSG00000256896
KIAA1210	ENSG00000250423
TIMM17BP1	ENSG00000256756
HMGB1P18	ENSG00000236407
APOC2	ENSG00000234906
NDUFB4P6	ENSG00000235258
LINC02378	ENSG00000256994
ZC3H6	ENSG00000188177
ZBTB40	ENSG00000184677
HNRNPA1P64	ENSG00000213559
ALDH16A1	ENSG00000161618
SLC9B1P3	ENSG00000233867
ACTR3BP5	ENSG00000227264
CHEK2P5	ENSG00000234541
ARL5AP1	ENSG00000227864
HNRNPA1P28	ENSG00000230170
SAT2	ENSG00000141504
SLC26A7	ENSG00000147606
COL6A6	ENSG00000206384
TTC26	ENSG00000105948
ROBO4	ENSG00000154133
EPS8L2	ENSG00000177106
OR1X5P	ENSG00000214351
SERPINA12	ENSG00000165953
FAM71D	ENSG00000172717
CATSPER2P1	ENSG00000205771
WDR17	ENSG00000150627
ZBTB40-IT1	ENSG00000237200
FAXDC2	ENSG00000170271
CDK2	ENSG00000123374
ELL3	ENSG00000128886
PPBPP1	ENSG00000250550
CXCL6	ENSG00000124875
ATG16L2	ENSG00000168010
SENP3	ENSG00000161956
BCL2L15	ENSG00000188761
LARP7P4	ENSG00000244024
GM2AP1	ENSG00000241695
RPL21P39	ENSG00000239797
WNT5A-AS1	ENSG00000244586
PF4V1	ENSG00000109272
WNT5A	ENSG00000114251
AP4B1-AS1	ENSG00000226167
RASGEF1C	ENSG00000146090
PTPN22	ENSG00000134242
PSAT1	ENSG00000135069
FLT3LG	ENSG00000090554
EPHA8	ENSG00000070886
LINC00475	ENSG00000225511
NRBP2	ENSG00000185189
CAMK2D	ENSG00000145349
SH3BGRL2	ENSG00000198478
HYPK	ENSG00000242028
KCNK17	ENSG00000124780
MPDU1	ENSG00000129255
HEXD	ENSG00000169660
CXCL1	ENSG00000163739
PPP2R2D	ENSG00000175470
SERF2	ENSG00000140264
TTC17	ENSG00000052841
GTF2H5	ENSG00000272047
RALGDS	ENSG00000160271
PPP1R12C	ENSG00000125503
ECSCR	ENSG00000249751
CNOT8	ENSG00000155508
RPL34P29	ENSG00000244551
PGAM4P1	ENSG00000215197
HNRNPA1P55	ENSG00000249920
LINC01563	ENSG00000236819
CYTIP	ENSG00000115165
MTND2P8	ENSG00000237257
DNAJC18	ENSG00000170464
DHRS7B	ENSG00000109016
LNCSRLR	ENSG00000240032
PLOD2	ENSG00000152952
NDFIP1P1	ENSG00000255892
PIK3C2G	ENSG00000139144
SHISA4	ENSG00000198892
CCL8	ENSG00000108700
PPIAP41	ENSG00000254463
KRT18P24	ENSG00000226234
UBXN2B	ENSG00000215114
UIMC1	ENSG00000087206
CHCHD2P9	ENSG00000186940
LMOD1	ENSG00000163431
LINC00870	ENSG00000243083
RPL7P30	ENSG00000227982
MRPL32P1	ENSG00000220125
LINC00877	ENSG00000241163
SULT4A1	ENSG00000130540
EIF2S3B	ENSG00000180574
RAB39B	ENSG00000155961
RGS19	ENSG00000171700
SLC25A39P2	ENSG00000257016
HMGN2P11	ENSG00000232605
LINC02446	ENSG00000256039
TIMM17A	ENSG00000134375
DYNLRB2	ENSG00000168589
CLIC2	ENSG00000155962
MSANTD2P1	ENSG00000231058
DCTN3	ENSG00000137100
ZNF299P	ENSG00000219368
SRSF11	ENSG00000116754
STX17-AS1	ENSG00000255145
RPL9P28	ENSG00000242067
RPL13A	ENSG00000142541
HEXD-IT1	ENSG00000279066
LINC02086	ENSG00000244649
RPL10P4	ENSG00000238003
H2AFB2	ENSG00000277858
MYLPF	ENSG00000180209
F8A2	ENSG00000274791
OR4C45	ENSG00000260811
SLC29A1	ENSG00000112759
F8A3	ENSG00000277150
RFKP2	ENSG00000239439
RPS5	ENSG00000083845
PDE9A	ENSG00000160191
H2AFB3	ENSG00000277745
LNCARSR	ENSG00000233086
ADRM1	ENSG00000130706
AKR1B1	ENSG00000085662
RXRA	ENSG00000186350
NIFKP1	ENSG00000214434
TMLHE-AS1	ENSG00000224533
TMEM11	ENSG00000178307
AKAP8L	ENSG00000011243
TMLHE	ENSG00000185973
WFIKKN2	ENSG00000173714
BRD3OS	ENSG00000235106
OAS2	ENSG00000111335
CCND3P1	ENSG00000224473
BRD3	ENSG00000169925
LRRC69	ENSG00000214954
RERGL	ENSG00000111404
PNPLA5	ENSG00000100341
RPL5P33	ENSG00000243521
MAP3K8	ENSG00000107968
RSBN1	ENSG00000081019
KRT223P	ENSG00000229028
CD5	ENSG00000110448
ACVR1C	ENSG00000123612
GTF2IP11	ENSG00000255199
COX6A1P3	ENSG00000216710
ZKSCAN7P1	ENSG00000256138
LAMA5	ENSG00000130702
REG3G	ENSG00000143954
SERPINA3	ENSG00000196136
IL2RB	ENSG00000100385
OAS1	ENSG00000089127
NATD1	ENSG00000274180
ZNF506	ENSG00000081665
DCLRE1B	ENSG00000118655
HMGB1P30	ENSG00000244089
CPA3	ENSG00000163751
VPS37C	ENSG00000167987
TMPRSS7	ENSG00000176040
CPTP	ENSG00000224051
LINC00907	ENSG00000267586
CXCL1P1	ENSG00000250339
TOB1-AS1	ENSG00000229980
TOB1	ENSG00000141232
TIFA	ENSG00000145365
COX6B1P2	ENSG00000241788
DNAAF3	ENSG00000167646
TNFAIP6	ENSG00000123610
PRAC1	ENSG00000159182
SERPINA4	ENSG00000100665
ALPK1	ENSG00000073331
CPB1	ENSG00000153002
FCHSD2	ENSG00000137478
UBXN8	ENSG00000104691
AP4B1	ENSG00000134262
PRAC2	ENSG00000229637
LINC00663	ENSG00000266904
TP53TG3	ENSG00000183632
C1QTNF6	ENSG00000133466
EIF1P5	ENSG00000266563
LINC01781	ENSG00000234184
TBPL1	ENSG00000028839
MXRA8	ENSG00000162576
PSMD4	ENSG00000159352
MTND2P32	ENSG00000254090
MTND1P6	ENSG00000254346
RANP9	ENSG00000253393
ITIH6	ENSG00000102313
SIRT3	ENSG00000142082
KLRA1P	ENSG00000256667
TAS1R3	ENSG00000169962
CSRP3	ENSG00000129170
SERPINA5	ENSG00000188488
DVL1	ENSG00000107404
YBX1P5	ENSG00000251108
MTND2P30	ENSG00000227937
CNN2P2	ENSG00000227069
APEX1	ENSG00000100823
PDCD6IP	ENSG00000170248
ZNF366	ENSG00000178175
BTN2A3P	ENSG00000124549
CNEP1R1	ENSG00000205423
FXR2	ENSG00000129245
ANXA2	ENSG00000182718
IMMP1LP2	ENSG00000258159
HNRNPA1P8	ENSG00000229251
OAS3	ENSG00000111331
MIR381HG	ENSG00000258861
SEMA3D	ENSG00000153993
GXYLT1P3	ENSG00000232433
INAFM2	ENSG00000259330
TUBBP2	ENSG00000214222
OR7E36P	ENSG00000205240
ASGR2	ENSG00000161944
MRPL18	ENSG00000112110
LAMA5-AS1	ENSG00000228812
PSMD13	ENSG00000185627
RPS29P10	ENSG00000226884
PCNAP4	ENSG00000254544
E2F8	ENSG00000129173
RPS28	ENSG00000233927
HSPA8P16	ENSG00000224059
HMGN2P7	ENSG00000226427
SAR1A	ENSG00000079332
AUTS2	ENSG00000158321
PGRMC1	ENSG00000101856
ACTG2	ENSG00000163017
SLC2A12	ENSG00000146411
AKAP17BP	ENSG00000214992
MZT1P2	ENSG00000271404
MRPS17P9	ENSG00000227814
RTEL1P1	ENSG00000251441
CD320	ENSG00000167775
CYP2C58P	ENSG00000235199
RPL7AP52	ENSG00000225354
SLC25A43	ENSG00000077713
UBN2	ENSG00000157741
AKAP8	ENSG00000105127
XRCC4	ENSG00000152422
PGBD4P2	ENSG00000277708
RNPEP	ENSG00000176393
USP1	ENSG00000162607
RPL7P10	ENSG00000229752
BEND3P2	ENSG00000224809
YWHAB	ENSG00000166913
KANK3	ENSG00000186994
KRT25	ENSG00000204897
TCIM	ENSG00000176907
RGPD8	ENSG00000169629
LINC01400	ENSG00000232920
KRT26	ENSG00000186393
OR7E155P	ENSG00000234655
PGA4	ENSG00000229183
SPG21	ENSG00000090487
MAGED2	ENSG00000102316
GVQW2	ENSG00000279968
HOXB13	ENSG00000159184
CCDC28A	ENSG00000024862
KRT27	ENSG00000171446
TMEM167A	ENSG00000174695
RNF139-AS1	ENSG00000245149
VARS2	ENSG00000137411
CBX3P8	ENSG00000254496
TYRL	ENSG00000123447
NPIPA2	ENSG00000254852
CALM2P2	ENSG00000229097
COQ10BP2	ENSG00000251552
ARNT2	ENSG00000172379
SALL4P6	ENSG00000231280
EIF4BP4	ENSG00000229572
ARF4P1	ENSG00000271525
SPTLC3	ENSG00000172296
PI4KB	ENSG00000143393
LYZL4	ENSG00000157093
NDUFA7	ENSG00000267855
SMARCE1P6	ENSG00000214465
BZW1P1	ENSG00000236686
PPIL1P1	ENSG00000237951
MEG9	ENSG00000223403
CTPS1	ENSG00000171793
GHSR	ENSG00000121853
PYY3	ENSG00000181977
PGA3	ENSG00000229859
MAGOHB	ENSG00000111196
OR7E37P	ENSG00000215480
MMRN1	ENSG00000138722
CCDC9B	ENSG00000188549
SLC3A2	ENSG00000168003
ZNF48	ENSG00000180035
BMS1P14	ENSG00000276500
EEF2	ENSG00000167658
GBGT1	ENSG00000148288
SDAD1	ENSG00000198301
SEPT1	ENSG00000180096
RIC8A	ENSG00000177963
RGCC	ENSG00000102760
NDUFB9	ENSG00000147684
AQP7P5	ENSG00000278122
GAREM2	ENSG00000157833
BNIP3P3	ENSG00000265631
LINC00555	ENSG00000261057
AKAP4	ENSG00000147081
PGA5	ENSG00000256713
TRIM62	ENSG00000116525
ELF3	ENSG00000163435
LINC02056	ENSG00000248371
APBB1	ENSG00000166313
REG1B	ENSG00000172023
RPS24P7	ENSG00000227361
MTSS1	ENSG00000170873
NXPH1	ENSG00000122584
LINC02433	ENSG00000234111
TUFM	ENSG00000178952
TNFSF10	ENSG00000121858
EGFLAM	ENSG00000164318
LINC02138	ENSG00000205015
CDH15	ENSG00000129910
ABHD17AP7	ENSG00000260864
EIF4EBP1	ENSG00000187840
ACTG1P16	ENSG00000260298
HEATR3	ENSG00000155393
SLC25A5-AS1	ENSG00000224281
PTPRH	ENSG00000080031
SLC25A5	ENSG00000005022
BNIP3	ENSG00000176171
PIP4P1	ENSG00000165782
SPRY3	ENSG00000168939
PPP2CB	ENSG00000104695
SIRLNT	ENSG00000253802
AMD1P2	ENSG00000237801
SPI1	ENSG00000066336
SLC22A31	ENSG00000259803
FAM161A	ENSG00000170264
KCNK16	ENSG00000095981
TTLL6	ENSG00000170703
FBLN1	ENSG00000077942
PDLIM2	ENSG00000120913
WBP1LP2	ENSG00000250474
DPH3P2	ENSG00000237040
LINC02285	ENSG00000259004
METTL6	ENSG00000206562
DYNLL1P7	ENSG00000230614
LINC00524	ENSG00000259023
ENGASE	ENSG00000167280
ACVR1	ENSG00000115170
ZNF687-AS1	ENSG00000232671
HERC2P5	ENSG00000260644
HMCES	ENSG00000183624
ELF3-AS1	ENSG00000234678
ZNF687	ENSG00000143373
FTH1P9	ENSG00000251395
TEX15	ENSG00000133863
LINC00972	ENSG00000225128
LKAAEAR1	ENSG00000171695
REG1A	ENSG00000115386
LINC02314	ENSG00000259082
CASD1	ENSG00000127995
RWDD2B	ENSG00000156253
SOCS5P1	ENSG00000236610
NAAA	ENSG00000138744
CCNB3	ENSG00000147082
USP32P3	ENSG00000189423
EPS8L1	ENSG00000131037
EAF1-AS1	ENSG00000249786
HNRNPA1P32	ENSG00000213778
SRP68P3	ENSG00000237911
REG1CP	ENSG00000204787
LINC01984	ENSG00000265556
HIGD1AP11	ENSG00000227644
DNAJA1P4	ENSG00000218089
PODN	ENSG00000174348
NUDT19P3	ENSG00000216723
COLQ	ENSG00000206561
HS3ST5	ENSG00000249853
ZNF362	ENSG00000160094
WDR13	ENSG00000101940
PURG	ENSG00000172733
RPSAP43	ENSG00000216471
CCL13	ENSG00000181374
SNHG4	ENSG00000281398
HDAC2	ENSG00000196591
SUMO2P16	ENSG00000253579
GAPDHP68	ENSG00000233876
WRN	ENSG00000165392
WDR5	ENSG00000196363
FZD1	ENSG00000157240
NRADDP	ENSG00000236409
LYL1	ENSG00000104903
FMC1	ENSG00000164898
CCSER1	ENSG00000184305
ZMAT4	ENSG00000165061
CXCL9	ENSG00000138755
PEG10	ENSG00000242265
LUC7L2	ENSG00000146963
GRM3	ENSG00000198822
RPS25P9	ENSG00000232142
RPL12P21	ENSG00000242683
ABHD10	ENSG00000144827
PNLDC1	ENSG00000146453
EGFLAM-AS4	ENSG00000248730
SLC44A1	ENSG00000070214
KIF16B	ENSG00000089177
SSTR3	ENSG00000278195
EGFLAM-AS3	ENSG00000249071
FN1	ENSG00000115414
EGFLAM-AS1	ENSG00000249491
EGFLAM-AS2	ENSG00000248572
MYOZ1	ENSG00000177791
LINC00298	ENSG00000235665
LINC00299	ENSG00000236790
GVQW3	ENSG00000179240
RPL7AP64	ENSG00000213876
EBLN3P	ENSG00000281649
PHGR1	ENSG00000233041
COL24A1	ENSG00000171502
VAMP7	ENSG00000124333
PIK3CD-AS1	ENSG00000179840
STYK1	ENSG00000060140
CLSTN1	ENSG00000171603
TMSB4XP8	ENSG00000187653
TRIM51DP	ENSG00000255190
METTL22	ENSG00000067365
LINC02068	ENSG00000223387
SPATA4	ENSG00000150628
CCNL1	ENSG00000163660
RAC2	ENSG00000128340
LINC02247	ENSG00000223729
REG3A	ENSG00000172016
OR4A1P	ENSG00000254408
PRKG2	ENSG00000138669
NOS2P3	ENSG00000230528
CAB39P1	ENSG00000251303
OR4A49P	ENSG00000254472
DEPDC1B	ENSG00000035499
FAM198B-AS1	ENSG00000248429
TAGLN3	ENSG00000144834
ASB5	ENSG00000164122
CCNYL2	ENSG00000182632
TTLL1	ENSG00000100271
LINC02383	ENSG00000248143
FMC1-LUC7L2	ENSG00000269955
NDUFB4P12	ENSG00000124399
TATDN1	ENSG00000147687
RNF225	ENSG00000269855
LINC02560	ENSG00000268307
VINAC1P	ENSG00000283698
DIO3OS	ENSG00000258498
TMEM144	ENSG00000164124
LINC00839	ENSG00000185904
KLRG2	ENSG00000188883
ANKFN1	ENSG00000153930
TTL	ENSG00000114999
SPDYE5	ENSG00000170092
CTNNA2	ENSG00000066032
PIK3R4	ENSG00000196455
SEZ6	ENSG00000063015
NCMAP	ENSG00000184454
ZBTB1	ENSG00000126804
RENBP	ENSG00000102032
OR4A18P	ENSG00000254637
CXorf56	ENSG00000018610
OR4A19P	ENSG00000254940
SPCS3	ENSG00000129128
SLC22A2	ENSG00000112499
LINC01811	ENSG00000226320
ANKRD13C	ENSG00000118454
LINC02475	ENSG00000251350
MTHFD1	ENSG00000100714
KCTD8	ENSG00000183783
VN1R110P	ENSG00000231725
ZNF778	ENSG00000170100
FECHP1	ENSG00000235534
SYT5	ENSG00000129990
KRT8P18	ENSG00000228767
VEGFC	ENSG00000150630
GNPDA2	ENSG00000163281
EAF1	ENSG00000144597
JAKMIP3	ENSG00000188385
PMS2P3	ENSG00000127957
CEP152	ENSG00000103995
RPL21P42	ENSG00000240068
CENPE	ENSG00000138778
HMGB1P47	ENSG00000249338
TM4SF1-AS1	ENSG00000240541
GFER	ENSG00000127554
NAA20	ENSG00000173418
TM4SF1	ENSG00000169908
HDAC2-AS2	ENSG00000228624
CCL1	ENSG00000108702
POLR1B	ENSG00000125630
YIPF7	ENSG00000177752
ELOCP22	ENSG00000255006
TBL3	ENSG00000183751
GRIK4	ENSG00000149403
ERHP1	ENSG00000254270
C17orf102	ENSG00000197322
CLEC2L	ENSG00000236279
ZFP64P1	ENSG00000258491
GUF1	ENSG00000151806
VCAN	ENSG00000038427
CYP7A1	ENSG00000167910
KCNG4	ENSG00000168418
STAC3	ENSG00000185482
PIK3CD	ENSG00000171608
KIF19	ENSG00000196169
WFDC1	ENSG00000103175
KPNB1	ENSG00000108424
GHET1	ENSG00000281189
PDIA4	ENSG00000155660
OR4C50P	ENSG00000237610
FTO	ENSG00000140718
PIGN	ENSG00000197563
OR4C46	ENSG00000185926
LRRC24	ENSG00000254402
LRRTM1	ENSG00000162951
OR4C7P	ENSG00000255312
OR4R2P	ENSG00000255560
OR4A4P	ENSG00000254769
DOC2GP	ENSG00000231793
HADHA	ENSG00000084754
CCRL1P1	ENSG00000225415
ECT2L	ENSG00000203734
C8orf82	ENSG00000213563
GCOM1	ENSG00000137878
RPL10P14	ENSG00000260031
PIPOX	ENSG00000179761
MATR3	ENSG00000015479
EEF1A1P1	ENSG00000223822
CST7	ENSG00000077984
STX17	ENSG00000136874
PLCZ1	ENSG00000139151
C8orf58	ENSG00000241852
LRRC14	ENSG00000160959
R3HDM2	ENSG00000179912
RPLP0P1	ENSG00000226229
FKBP1AP4	ENSG00000282502
LINC01814	ENSG00000236008
TANK	ENSG00000136560
TBXAS1	ENSG00000059377
SNRPEP5	ENSG00000225642
OR4A3P	ENSG00000254464
NUDT8	ENSG00000167799
REPS1	ENSG00000135597
CCN4	ENSG00000104415
HMGB1P42	ENSG00000254735
SRRM1	ENSG00000133226
IZUMO2	ENSG00000161652
WAS	ENSG00000015285
RPL39P33	ENSG00000243058
MTMR7	ENSG00000003987
ZNF518A	ENSG00000177853
NOG	ENSG00000183691
SYNPO2L	ENSG00000166317
DGUOK-AS1	ENSG00000237883
ZBTB25	ENSG00000089775
DGUOK	ENSG00000114956
NUP210P3	ENSG00000248916
H1FX	ENSG00000184897
PHF12	ENSG00000109118
BMS1P4	ENSG00000242338
H1FX-AS1	ENSG00000206417
OR4A2P	ENSG00000227547
RPL7P22	ENSG00000226544
AKAP5	ENSG00000179841
HSPA2	ENSG00000126803
RPGRIP1L	ENSG00000103494
NPM1P25	ENSG00000229417
AGAP5	ENSG00000172650
EIF4A2P1	ENSG00000267336
BLNK	ENSG00000095585
PTPN2	ENSG00000175354
LINC00888	ENSG00000240024
APMAP	ENSG00000101474
MTND4P20	ENSG00000233377
CYP2C9	ENSG00000138109
LINC02509	ENSG00000250263
LINC01988	ENSG00000283036
NUDT19P5	ENSG00000251073
GASK1B	ENSG00000164125
NOXO1	ENSG00000196408
NEIL3	ENSG00000109674
VPS37A	ENSG00000155975
IGHV2OR16-5	ENSG00000259303
GANAB	ENSG00000089597
TNPO1	ENSG00000083312
ADIPOR1P2	ENSG00000258805
TUBAP	ENSG00000237569
C4orf54	ENSG00000248713
HHLA3	ENSG00000197568
TMEM222	ENSG00000186501
SFTPA2	ENSG00000185303
HADHB	ENSG00000138029
C3orf86	ENSG00000225873
BCAP31P2	ENSG00000260047
RNF139	ENSG00000170881
DGKK	ENSG00000274588
PRR18	ENSG00000176381
ATG12	ENSG00000145782
HIP1	ENSG00000127946
PSMC1P9	ENSG00000255993
ST8SIA5	ENSG00000101638
GATA3-AS1	ENSG00000197308
CEP85	ENSG00000130695
NIPA2P1	ENSG00000225843
GATA3	ENSG00000107485
CRIP1P2	ENSG00000238225
ZNF584	ENSG00000171574
TDP1	ENSG00000042088
ARID3C	ENSG00000205143
SNRPB2	ENSG00000125870
DIO3	ENSG00000197406
LINC01806	ENSG00000227403
CCDC42	ENSG00000161973
PSMD14	ENSG00000115233
AURKAIP1	ENSG00000175756
SLC6A10P	ENSG00000214617
SYNGR3	ENSG00000127561
ZNF324B	ENSG00000249471
RNF223	ENSG00000237330
LINC02161	ENSG00000250437
COX7BP2	ENSG00000234274
PHF20	ENSG00000025293
ASCL2	ENSG00000183734
TOMM20L	ENSG00000196860
ELOCP24	ENSG00000228410
SIGMAR1	ENSG00000147955
TRPC6P	ENSG00000223484
LINC00239	ENSG00000258512
MZT1P1	ENSG00000271264
LINC02320	ENSG00000258404
PIK3CD-AS2	ENSG00000231789
FKBP5	ENSG00000096060
TRO	ENSG00000067445
RPS29P2	ENSG00000239281
TIMM9	ENSG00000100575
VCAN-AS1	ENSG00000249835
SFRP1	ENSG00000104332
YBX3	ENSG00000060138
TMEM145	ENSG00000167619
WASH6P	ENSG00000182484
OR4A8	ENSG00000225997
AP3S1	ENSG00000177879
LGALS9B	ENSG00000170298
TM4SF4	ENSG00000169903
ZNF132	ENSG00000131849
GALE	ENSG00000117308
ACTG1P20	ENSG00000241547
DENND6B	ENSG00000205593
TBX10	ENSG00000167800
COL5A1	ENSG00000130635
PSAP	ENSG00000197746
SFT2D1	ENSG00000198818
SPDYE4	ENSG00000183318
COX6B1P1	ENSG00000234565
ID2-AS1	ENSG00000235092
ZNF786	ENSG00000197362
KATNBL1P4	ENSG00000249270
LINC02118	ENSG00000248789
RPS17P11	ENSG00000244621
ID2	ENSG00000115738
HNRNPCP1	ENSG00000258900
KRT8P31	ENSG00000250148
MFSD6L	ENSG00000185156
VIPR1	ENSG00000114812
PSMD10P3	ENSG00000232041
ZNF425	ENSG00000204947
KIAA0586	ENSG00000100578
PPIAP14	ENSG00000264775
SEC61A2	ENSG00000065665
UBE2A	ENSG00000077721
HNRNPA1P49	ENSG00000233231
KLF5	ENSG00000102554
LYZL2	ENSG00000151033
LINC01339	ENSG00000248555
ZNF398	ENSG00000197024
DDX11L16	ENSG00000227159
WASIR1	ENSG00000185203
IL9R	ENSG00000124334
SVIL2P	ENSG00000234814
LINC01689	ENSG00000224832
SOX5-AS1	ENSG00000256120
PRKD1	ENSG00000184304
LINC01684	ENSG00000237484
SOX5	ENSG00000134532
LINC02644	ENSG00000230720
SH3BGRL3	ENSG00000142669
ZNF771	ENSG00000179965
LINC01692	ENSG00000226983
ELOVL7	ENSG00000164181
HIPK2	ENSG00000064393
SIL1	ENSG00000120725
CD52	ENSG00000169442
GRPEL1	ENSG00000109519
DCTPP1	ENSG00000179958
RPL13	ENSG00000167526
UBXN11	ENSG00000158062
MEGF8	ENSG00000105429
RPS27AP13	ENSG00000244159
RGS20	ENSG00000147509
BAG4	ENSG00000156735
UPP2-IT1	ENSG00000237327
PTP4A1P1	ENSG00000231158
UPP2	ENSG00000007001
SERPINA13P	ENSG00000187483
AGA	ENSG00000038002
KIAA1324L	ENSG00000164659
STAR	ENSG00000147465
IARS	ENSG00000196305
PIK3R6	ENSG00000276231
PRR12	ENSG00000126464
CTAGE13P	ENSG00000230711
ACY3	ENSG00000132744
KRT18P4	ENSG00000229222
HIGD1AP16	ENSG00000219608
SNAI1	ENSG00000124216
DAPP1	ENSG00000070190
MFSD4BP1	ENSG00000250827
ELOBP3	ENSG00000232285
TRERNA1	ENSG00000231265
PPA1	ENSG00000180817
DACT2	ENSG00000164488
ASH2L	ENSG00000129691
BTBD17	ENSG00000204347
DENND4B	ENSG00000198837
LINC01892	ENSG00000265514
DPCD	ENSG00000166171
SLC31A1P1	ENSG00000224426
CHST3	ENSG00000122863
BOD1P2	ENSG00000215368
FABP5P1	ENSG00000236972
SUV39H1	ENSG00000101945
MBL3P	ENSG00000219430
AKAIN1	ENSG00000231824
KRT28	ENSG00000173908
CNIH1	ENSG00000100528
BBS9	ENSG00000122507
MARK2P12	ENSG00000229708
ALDH3B2	ENSG00000132746
LINC01445	ENSG00000231427
STK25P1	ENSG00000267570
LINC00526	ENSG00000264575
LINC00667	ENSG00000263753
LINC01629	ENSG00000258602
NKRF	ENSG00000186416
LINC01738	ENSG00000227947
ZCCHC7	ENSG00000147905
SLC22A3	ENSG00000146477
SLC25A5P3	ENSG00000213673
LINC02195	ENSG00000236481
LINC00393	ENSG00000224853
GABPB1	ENSG00000104064
CYP2C59P	ENSG00000228460
C1orf189	ENSG00000163263
LINC00392	ENSG00000228295
RPSAP4	ENSG00000239269
RPRML	ENSG00000179673
ZNF282	ENSG00000170265
TRABD2B	ENSG00000269113
GSC	ENSG00000133937
LRRC37A17P	ENSG00000263142
ITGA1	ENSG00000213949
VIT	ENSG00000205221
LPAL2	ENSG00000213071
POLL	ENSG00000166169
A3GALT2	ENSG00000184389
UBQLN4P1	ENSG00000241627
